jj,file,sentence,decision,rationale,binary_decision,jj_category,privacy
reproducible,10037537,"The project aims to develop an advanced fresh - blood imaging ( FBI ) for fast , safe , robust , diagnostic , reproducible NC - MRA and an innovative , free-breathing , ungated , non-subtracted NC-MRA technique using 3D ultra-short TE ( UTE ) for follow up on the patients with surgical devices .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,rigour,No
advanced,10035113,"In addition , we will study the primary pharmacology and antitumor activity of pacDNA in advanced preclinical lung cancer models including an orthotopic tumor model , a patient derived tumor model , and a syngeneic genetically engineered mouse model ( GEMM ) , and perform initial in vivo safety and tolerability studies .",HYPE,['gratuitous'],1,rigour,No
cohesive,9767373,"We also know that pain and addiction are co-morbid with other mental health diseases such as anxiety , depression and stress , which makes cohesive research challenging .",HYPE,['gratuitous'],1,rigour,No
first,9838860,"Under the first aim , using our validated OPC reporter mouse strain as a tool to isolate OPCs , we will perform single cell sequencing analysis to discover the molecular diversity of OPCs .",NOT HYPE,[],0,novelty,No
cohesive,9313001,"Working on behalf of the A leadership , internal and external advisory boards , membership / associate membership , scientific core facilities , and sister Centers / Institutes , the Administrative Core is a cohesive unit that seeks to accomplish the following interrelated critical functions : ( 1 ) to oversee the scientific , programmatic , operational and fiscal affairs of the A Center ; ( 2 ) to provide support for the scientific core facilities ; ( 3 ) to coordinate the oversight and implementation of the pilot and feasibility grant program ; ( 4 ) to furnish support for Center members ; ( 5 ) to foster the career and professional development of Center associate members ; ( 6 ) to coordinate the internal and external advisory board meetings , as well as the steering committees of the Cores ; ( 7 ) to promote interdisciplinary research at Penn and with other institutions in Philadelphia ( B , C , D and E Cancer Center ) ; ( 8 ) to interact with the NIH / NIDDK administration and other centers , possibly with a new ?",HYPE,"['gratuitous', 'broader context']",1,rigour,Yes
reproducible,9798272,"Separately , we synthesized 18 novel GlyT - 2 inhibitor hit compounds derived from ORG -25543 that exhibit reproducible variations in reversibility and transport recovery using a washout assay protocol .",NOT HYPE,[],0,rigour,No
systematic,8991676,"While that is the case , there has been no systematic research on the consequences of motor speech disorders across languages and there is no mechanism to describe , or address , dysarthria in languages other than English .",NOT HYPE,[],0,rigour,No
quality,9290598,"Owing to the highly hierarchical nature of the extracellular matrix , the properties of collagenous supramolecular scaffolds are fundamentally defined by the complex intracellular process of collagen folding and quality control .",NOT HYPE,[],0,rigour,No
systematic,10044538,"This will empower the provision of expertise in all aspects of : statistical design ; power / sample size calculations ; systematic sample selection strategies for efficient data integration and analyses ; and integration of data from multiple sources including laboratory data , clinical data , and data from diverse sequencing platforms .",HYPE,"['gratuitous', 'broader context']",1,rigour,No
scientific,9572460,The AC will provide overall scientific oversight and manage quality control throughout COPR by developing a set of Center - wide and Project - and DMC -specific Standard Operating Procedures ( SOPs ) that will formalize review and oversight for all aspects of the COPR .,NOT HYPE,[],0,rigour,No
robust,9524596,"Our recent studies demonstrate robust activation of the transcriptional co-activators MRTF -A and YAP through RhoA signaling in glioblastoma cells , and implicate altered gene expression in proliferative and migratory responses .",NOT HYPE,[],0,rigour,No
accurate,9174641,The proposed studies will reveal whether wheel - running is an accurate measure of clinical pain by testing rats with inflammatory and migraine pain .,NOT HYPE,[],0,rigour,No
unparalleled,9094543,"The Mouse Phenome Database ( MPD ; phenome.jax.org ) is unique and unparalleled as a repository of expertly curated , highly integrated and diverse mouse phenotype data , including significant amounts of data relevant to alcoholism , addiction , neurobehavioral processes , and other physiological domains .",HYPE,"['hyperbolic', 'coordinated', 'broader context']",1,novelty,No
cohesive,9095994,"The cohesive nature of our training program is demonstrated by the fact that fully 16 of the 17 trainers have published papers with other trainers , that 11 of the trainers share jointly funded NIH grants with other trainers ( a total of 11 funded grants , not counting the CFAR grant ) , 23 of our trainees have published with 2 or more trainers , that there are many joint lab meetings , and that our trainers participate in extensive programmatic activities and minority - recruitment efforts .",NOT HYPE,[],0,rigour,No
systematic,9467160,"New Methods for Systematic Review Updates ) . ( 3 ) Investigate several questions related to scaling the system to support hundreds to thousands of simultaneous screeners ( Aim 3 - Software Engineering for Scalability , Usability and Full Text Extraction ) .",NOT HYPE,[],0,rigour,No
novel,9577628,"We hypothesize the novel RFA will significantly boost influenza vaccine - induced humoral and cellular immune responses , resulting in increased protection against vaccine and non-vaccine viral strains .",NOT HYPE,['broader context'],0,novelty,No
quality,9845554,Attaining these aims will provide a robust test with established analytic and quality controls .,NOT HYPE,[],0,rigour,No
systematic,9193117,"Although studies have shown that massage is effective for pain , caregiver - delivered strategies have not been tested or implemented in any systematic way across VA .",NOT HYPE,[],0,rigour,No
nuanced,9211588,"With this information , we will be able to provide a nuanced picture of AI students ' strongest supports and how factors differ for AI students attending tribal college and public universities .",HYPE,['gratuitous'],1,rigour,No
latest,9685576,The Course is designed to provide trainees with intensive exposure to the latest research in experimental biogerontology and individualized guidance regarding the development of a research proposal .,HYPE,['gratuitous'],1,novelty,No
strong,9198973,"The proposed research is significant , because it addresses a limiting factor in the wider adoption of CC initia - tives : the lack of a strong evidenc base to support the value of specific CC elements in terms of relevant resident - and facility - level outcomes ; and it extends existing research in a new direction by examining relationships between a specific CC domain ( homelike environment ) and behavioral outcomes in NH residents with dementia .",NOT HYPE,[],0,rigour,No
latest,9913967,"The A group prides itself on bringing a critical mass of medical mycology researchers together from the south central region of the United States to share the latest research being conducted in the various labs , provide opportunities for collaboration , and promote the development of junior trainees in participating laboratories .",HYPE,['gratuitous'],1,novelty,Yes
systematic,9168247,"In this year - long project , we aim to empirically assess the performance and efficiency of state - of - the-art information analysis technologies to assist the production of systematic reviews and meta-analyses that are increasingly being used as a foundation for evidence - based medicine and stakeholder - driven comparative effectiveness reviews .",NOT HYPE,[],0,rigour,No
systematic,9243880,"I completed a research fellowship and have conducted studies to describe barriers to care coordination , a systematic review of interventions to reduce readmissions , and analyses of HHC referrals at hospital discharge .",NOT HYPE,[],0,rigour,No
robust,9979509,"Here we hypothesize that a comprehensive multi - omic , phenomic , and trans -ethnic computational methodology will provide a robust and rigorous framework .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,rigour,No
innovative,9087728,"In this application , the proposed work represents an innovative and highly significant approach that seeks to investigate the development and validation of a cohesive multi-scale biomechanical mathematical modeling approach to link the cellular level mechanobiology interactions between cancer cells and extracellular matrix that direct cancer cell proliferation , motility , and aggressiveness , with clinically relevant non-invasive imaging data .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,novelty,No
quality,9812625,"Aim 3 will encompass submission of metadata and data to the DIRC / DCC , quality control of the data , and data analysis and interpretation .",NOT HYPE,[],0,rigour,No
powerful,9157297,"In this project we have developed powerful new cellular , genetic and biochemical approaches that enable direct , high -resolution analyses of bona fide Plasmodium -specific memory CD4 + T cells .",HYPE,"['gratuitous', 'coordinated']",1,rigour,No
unique,9014329,The CRISPR / dCas9 system has been shown to be a powerful genome targeting method when paired with unique sgRNAs ( single guide RNAs ) designed to target specific DNA sequences in the genome .,NOT HYPE,[],0,novelty,No
cohesive,9326517,"The primary treatment for vocal nodules is voice therapy ; however therapy has variable success rates , which is often attributed to a lack of a cohesive , theoretically - based framework specifically for children with voice disorders .",NOT HYPE,[],0,rigour,No
scientific,10025452,"Under the Center Director ?s leadership , the Administrative Core , with a panel of expert scientific advisors , would coordinate and support the efforts of the individual Cores .",HYPE,['coordinated'],1,rigour,No
latest,9762309,"The Congress offers scientists , government regulators , and members of industry the opportunity to learn about the latest developments in toxicological science and regulation through general scientific sessions and continuing education classes .",HYPE,['gratuitous'],1,novelty,No
sophisticated,9875828,"While there are some sophisticated spectroscopic methods for sensitively measuring the biomarker ethylene in exhaled breath , these approaches are necessarily limited in spatial resolution and complexity of sample .",NOT HYPE,[],0,rigour,No
innovative,9447224,"By employing an innovative strategy to create a mir-223 fluorescent reporter , mir-223 localization patterns will be assessed for the first time in vivo and correlated with the dynamic emergence of HSPCs from the hemogenic endothelium in zebrafish .",HYPE,['gratuitous'],1,novelty,No
powerful,9777714,"We believe an RSV -specific , safe , effective and topically - delivered antiviral would provide a powerful option addressing the current gap in pharmacological interventions .",HYPE,['gratuitous'],1,rigour,No
robust,9737566,"The innovative combination of standardized assessments , rich qualitative data , biological quantification , electronic medical record , and public services data will provide robust and unbiased data of current perinatal cannabis use and co-use with tobacco in pregnant teens , associated maternal characteristics , and infant outcomes .",HYPE,"['gratuitous', 'broader context']",1,rigour,No
novel,9357244,"In FY15 / 16 we have continued our previous efforts to advance our understanding of this mechanism ; specifically , we have focused on attaining novel structural information on the membrane domain of the enzyme by integrating a wide range of experimental data through advanced , rigorous computational methods - so as to establish a foundation for future mechanistic studies .",HYPE,"['gratuitous', 'broader context']",1,novelty,No
creative,9796755,Creative researchers coin and use new phrases all the time .,NOT HYPE,[],0,novelty,No
careful,9563769,"Another issue arises from the persistence of carfentanil in the body ; the half - life of the drug exceeds naloxone , requiring multiple infusions of naloxone over time and careful monitoring or else results in re-narcotization .",HYPE,['gratuitous'],1,rigour,No
reproducible,9987278,"Our specific aims are : ( 1 ) To provide support to A investigators in the design , conduct , analysis and reporting of results from A studies and ( 2 ) To provide secure and accessible database systems to facilitate reliable and reproducible impactful results for all A investigators .",HYPE,"['gratuitous', 'coordinated']",1,rigour,Yes
sophisticated,10081264,Our project will provide this needed higher level evidence by conducting a sophisticated and methodologically rigorous analysis of administrative data to create a unique nationally - represented data set stemming from the first ever longitudinal investigation comparing the effectiveness of pediatric concurrent care versus standard pediatric hospice care to improve pediatric and family outcomes .,HYPE,"['gratuitous', 'coordinated', 'broader context']",1,rigour,No
unparalleled,9633340,"By integrating cardiology subspecialty training with the formal recruitment of Ph.D. training ( or equivalent post- doctoral training for those already having a Ph.D. ) , the university A Cardiology B Program provides graduates with the rigorous research background essential to translate the unparalleled advances in molecular health sciences into modern molecular medicine .",HYPE,"['hyperbolic', 'broader context']",1,novelty,Yes
emerging,9370511,Electronic cigarettes ( or e-cigarettes ) are currently a popular emerging tobacco product .,HYPE,['gratuitous'],1,novelty,No
novel,9357240,Search for novel serotypes of AAV capable of efficient transduction of human HSPCs is underway to further enhance HR - triggered genome editing in human CD34 + cells .,NOT HYPE,[],0,novelty,No
innovative,9924202,The case studies will serve to inform and promote innovative manufacturing practices across the numerous batch and hybrid batch - continuous facilities existing worldwide .,HYPE,['gratuitous'],1,novelty,No
careful,9602307,This improved outlook is the result of careful and systematic evaluation of many drug combinations .,HYPE,"['gratuitous', 'coordinated']",1,rigour,No
scientific,9720728,"I will receive training , coursework , and direct mentorship in skillsets that I will continue to use throughout my scientific career ",HYPE,['gratuitous'],1,rigour,No
quality,9068926,"Collectively , these efforts have resulted in a high success rate in producing high quality investigators who are well prepared to become independent investigators , future mentors , and academic leaders .",HYPE,['gratuitous'],1,rigour,No
unique,9993072,"Use of these mutant mice allows isolation of afferent signaling by either type of hair cell , in order to determine the unique contribution that each pathway makes to perception of sound .",NOT HYPE,[],0,novelty,No
rigorous,9376481,"These lesions will be subjected to the best single or combination ( non-immunologic ) regimens discovered in Aim 2 , thereby permitting rigorous preclinical therapeutic assessments in living human giant nevi .",HYPE,['gratuitous'],1,rigour,No
rigorous,9263431,We propose a rigorous twin study to test the new paradigm that abnormal sleep is linked in a bidirectional way with nighttime dysautonomia to increase cardiovascular risk in PTSD .,HYPE,['gratuitous'],1,rigour,No
rigorous,9037725,Achieving these aims would enable us to intervene earlier in the course of 4 RT disease and design more rigorous clinical trials of tau lowering drugs .,NOT HYPE,[],0,rigour,No
systematic,9143362,"Our systematic investigation is highly significant because it will decode the critical factors involved in nephron reconstitutio , which are critical next steps in tubule repair and renal tissue regeneration .",HYPE,"['gratuitous', 'broader context']",1,rigour,No
reproducible,9597565,"Specifically , the objective of our application is to use rigorous econometric methods ( e.g. differences - in-differences models , event studies , changes - in - changes methods , unconditional quantile regressions , factor models , and synthetic control models ) and high quality , reproducible data ( both proprietary and survey ) to causally estimate the effect of e-cigarette regulations on : ( i ) e-cigarette prices , access , and perceptions ; ( ii ) use and sales of e-cigarettes , traditional cigarettes , cigars , smokeless tobacco products , and dual - and multi-use of these products . ; and ( iii ) sales of nicotine replacement therapy .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,rigour,No
reproducible,8934027,"This is supplemented by training in responsible conduct of research ( and as a new focus , in reproducible data analysis ) and teaching , as well as by professional development opportunities that align with each student 's individual development plan .",NOT HYPE,[],0,rigour,No
quality,10058112,"The membership consists of community colleges partnered with business and industry , universities , and community - based organizations offering a consistent and quality response to the national training need for hazardous waste workers and emergency response personnel .",HYPE,"['gratuitous', 'broader context']",1,rigour,Yes
careful,9310923,"Peaceful coexistence with the essential microbes that populate the mammalian gut requires a careful balance between tolerance of commensals , maintenance of barrier function , and avoidance of damaging inflammation .",HYPE,['gratuitous'],1,rigour,No
powerful,9132269,New advances in this powerful protocol create many opportunities to enhance the scope of the method .,HYPE,['gratuitous'],1,rigour,No
nuanced,9880790,It will also innovate around how budget impact analyses can be used to inform more nuanced strategies for implementation and scale - up in resource - limited settings .,HYPE,['gratuitous'],1,rigour,No
quality,9146192,Expert pathologic review from a dedicated GI pathologist will ensure high - quality annotation .,HYPE,['broader context'],1,rigour,No
systematic,9173361,A significant barrier is that systematic age - based performance standards establishing benchmarks and cut-points for typical versus atypical development on variables that reflect functional speech motor performance and are valued outcome measures in dysarthria do not exist .,NOT HYPE,[],0,rigour,No
rigorous,9719144,"This Program Project proposal lays out a forward - looking research agenda encompassing three areas : 1 ) innovative and comprehensive analyses of current initiatives , 2 ) rigorous research on the current form of integration , the MA program which , as our research has shown , has demonstrated improved performance in recent years , and , 3 ) research on innovative beneficiary as well as provider payment policy .",HYPE,"['gratuitous', 'broader context']",1,rigour,No
quality,100274,What types of quality improvement activities do programs engage in to better meet the needs of families ?,NOT HYPE,[],0,rigour,No
quality,9831425,"To stimulate a new phase of this research project , we hypothesize that : Advanced graph - based image segmentation algorithms , when combined with deep - learning - derived application / modality specific parameters and allowing highly efficient expert - analyst guidance working in concert with the segmentation algorithms , will significantly increase quantitative analysis performance in routinely acquired , complex , diagnostic - quality medical images across diverse application areas .",HYPE,['broader context'],1,rigour,No
emerging,9524579,"The emerging paradigm is as follows : CDCs secrete exosomes which transfer payloads into target cells , inducing transcriptomic and phenotypic changes that underlie the benefits of CDC therapy .",HYPE,['gratuitous'],1,novelty,No
revolutionary,9767392,"Importantly , this revolutionary concept can be extended to develop similar assays for other glomerular diseases and therefore , reduce or eliminate the need for renal biopsies .",HYPE,['hyperbolic'],1,novelty,No
accurate,9444240,"We will adopt a multiscale approach , summarized as follows : ? Behavioral models - ? capable of an accurate probabilistic prediction of the animal ?",HYPE,['gratuitous'],1,rigour,No
unique,9713524,"This application has several unique features / strengths including : public health / clinical significance , targeting RF of ECE providers , engaging parents in ECE care , and using innovative methods to optimize our intervention .",HYPE,"['gratuitous', 'broader context']",1,novelty,No
scientific,9229453,The Applicant has put together an expert academic advisory committee of distinguished scientists and clinicians from university A and external research communities to guide and complement each other 's scientific expertise .,HYPE,"['gratuitous', 'broader context']",1,rigour,Yes
unprecedented,9388681,"We have curated an unprecedented sex - balanced , age - , IQ - and severity - matched cohort of cognitively - able school - age ? , and ? with ASD , age - and IQ - matched typically developing ( TD ) children and unaffected siblings ( US ) .",HYPE,['hyperbolic'],1,novelty,No
advanced,9683376,"Furthermore , improved understanding of the tissue - and organ -level changes associated with the onset and progression of MI will guide and validate this research through advanced cardiac imaging .",HYPE,['gratuitous'],1,rigour,No
first,9758706,"We hypothesize that resistance to first - line osimertinib is mediated primarily through secondary mutations in EGFR , and tumors with these mutations exhibit different patterns of sensitivity to first or second generation EGFR TKIs .",NOT HYPE,[],0,novelty,No
scientific,9760316,"The training plan includes completion of relevant courses , attendance in targeted workshops , individual supervision and mentorship by experts in the field , and scientific writing and presentation experience .",NOT HYPE,[],0,rigour,No
nuanced,9679982,We reasoned that a tool that balanced quantitative cell sorting capacity with high throughput operation would alleviate this bottleneck and enable development of more nuanced and multifaceted therapies .,HYPE,"['gratuitous', 'coordinated']",1,rigour,No
accurate,9416772,"The studies in this project will leverage novel , genetically accurate murine models coupled with detailed studies of primary samples from the MPN - RC sample bank .",HYPE,"['gratuitous', 'coordinated']",1,rigour,No
cohesive,9729911,"Our overall Aims provide the basis for synergy that will transform this work from a collection of individual projects into a cohesive Center where each element enriches , and is enriched by , the activities of the others , serving as a resource that benefits the scientific community and beyond .",HYPE,['gratuitous'],1,rigour,No
powerful,9093838,We will also use a powerful within-subjects experimental design in which each individual acts as his or her own control .,HYPE,['gratuitous'],1,rigour,No
careful,9049857,"The proposed system will allow for a completely non-invasive , non-disruptive investigation of factors such as multi-leaf collimator pattern tracking , patient alignment , and correlation between Cherenkov intensity and surface dose for relative quantification and careful monitoring by physicians .",HYPE,['gratuitous'],1,rigour,No
novel,9057121,"In addition to TGFﬂ2 , we show during saccular lung development that hyperoxia down - regulates the complete mechanistic pathway of TGF ﬂ signaling , including intracellular TGF ﬂ signal transducer , pSmad3 ( which predominates in lung ) , as well as a novel TGF ﬂ downstream ECM effector , ﬂig H3 .",NOT HYPE,[],0,novelty,No
reproducible,9568989,"Our powerful method for immune profiling that is based on unique immune cell DNA methylation fingerprints is more reproducible , and less intrusive and costly than current methods .",HYPE,['broader context'],1,rigour,No
emerging,9976823,"Therefore MBLs , and NDM - 1 in particular , represent a significant emerging worldwide health threat .",HYPE,"['hyperbolic', 'gratuitous', 'coordinated']",1,novelty,No
scientific,9631141,Recent trends highlight that the current and developing scientific workforce in the United States may not be adequately prepared nor reflect the diversity of students needed to tackle the increasingly complex and cross - disciplinary nature of biomedical research .,NOT HYPE,[],0,rigour,No
robust,9650414,"Vaccination with any of the three antigens elicits a robust immune response that protects from disseminated as well as mucosal Candida infections , in pre-clinical animal studies .",NOT HYPE,[],0,rigour,No
accurate,9608490,"AMI in collaboration with the University A and company B, proposes this SBIR Phase I application to develop and evaluate the feasibility of a device for providing quantitative and accurate pain measurements that do not rely on self - report .",HYPE,['gratuitous'],1,rigour,Yes
nuanced,9849946,"Programming of child obesity is likely multifactorial with a nuanced interplay between pre - , peri- , and postnatal factors .",HYPE,['gratuitous'],1,rigour,No
systematic,9641273,"Thus , to date , there is no systematic way to accurately track more than one protein , of the millions of proteins , inside a volume the size of E. coli ?s cytoplasm at once .",NOT HYPE,[],0,rigour,No
scientific,9581128,The iniciative's goal is to make available to the scientific community large numbers of ?,NOT HYPE,[],0,rigour,Yes
first,9458975,"For the first 2 weeks of the program , trainees will work with their faculty mentors to develop a solid knowledge base of a specific pharmacoepidemiologic question based on a thorough review of the literature .",NOT HYPE,[],0,novelty,No
first,9005810,"For the first time in decades , the TB drug development pipeline is filled with several promising new agents that will soon be ready for phase 2 and phase 3 trials .",HYPE,"['gratuitous', 'priority claim', 'broader context']",1,novelty,No
strong,9349333,"Project Summary / Abstract : HIV - 1 transmission to a new individual elicits a strong selective bottleneck on the existing virus population , and typically only one or a few very special viral variants will establish each new infection .",NOT HYPE,[],0,rigour,No
unparalleled,9186963,"Scholars will be housed at university A and the B Division of Research, both with robust scientific infrastructures , where they will be able to access an unparalleled set of data resources , including the entire B patient population , and a wide range of prospective cohorts .",HYPE,"['hyperbolic', 'broader context']",1,novelty,Yes
careful,9572262,"Because patients with MMA and PA display pathology that can be seen in many common conditions , such as vitamin B12 deficiency , stroke syndromes , pancreatic dysfunction , diabetes , chronic kidney disease , osteoporosis , cardiac dysfunction and obesity , it is likely that the careful elucidation of patient phenotypes will provide new insights into the pathophysiology of more complex and prevalent disorders , and perhaps , suggest new pathways to target for therapeutic intervention that could affect millions of patients .",HYPE,['gratuitous'],1,rigour,No
scientific,9416305,"With our Projects , we are committed to remain at the forefront of the scientific efforts to understand the pathological processes involved in the etiology of AD .",HYPE,['gratuitous'],1,rigour,No
unparalleled,9854756,"The success of this innovative program project grant is bolstered by the unparalleled breadth and depth of our multi-disciplinary investigative team at university A , B university , C Laboratory , D University Hospital , and E University that has pioneered the development of the initial experimental infrastructure for conducting FLASH - RT research and produced strong preclinical evidence of increased therapeutic index , comprising expertise in radiation oncology , radiobiology , medical physics , and preclinical imaging and accelerator science .",HYPE,"['hyperbolic', 'broader context']",1,novelty,Yes
innovative,9633071,An innovative aspect of the Core is the proposed development of mathematical models and computer simulations to explore how different mechanistic assumptions affect viral population growth and the likelihood of placental transmission under different immune control scenarios .,NOT HYPE,[],0,novelty,No
detailed,9060321,Using the optimized and pharmacokinetically characterized agent we will perform detailed photoacoustic imaging of orthotopic thyroid tumors in mice and will correlate the intensity of signal in vivo with the level of the MMP - 9 present in the tumors .,HYPE,['gratuitous'],1,rigour,No
systematic,9608971,The collaborative centre aims to build a systematic evidence base for effective community engagement for genomics and biobanking in Africa from the recruitment stage to feedback of findings .,HYPE,['gratuitous'],1,rigour,Yes
detailed,9722343,"We expect that knowledge gained in this R21 proposal will provide critical preliminary data to support future detailed research that has potential to significantly enhance our understanding of the fundamental innate immune responses that promote or prevent successful arbovirus infection in this critical vector species , and could provide a model for conducting similar research in other arthropod / pathogen relationships .",HYPE,"['gratuitous', 'broader context']",1,rigour,No
sophisticated,10058117,"Ourselves and others have developed methods to accomplish this , but at the expense of substantial hardware complexity and sophisticated algorithms to ensure that wavenumber as a function of time , k( t ) , is known precisely for each sweep .",HYPE,['gratuitous'],1,rigour,No
systematic,9280049,"The program will bring an organized , systematic approach to address unsolved problems in surgery , rather than leave them to incremental approaches , chance , or trial and error .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,rigour,No
powerful,9217336,"Furthermore , preliminary evidence gathered in the powerful genetic model system C. elegans indicates that exposure to chemicals such as Bisphenol A leads to a heritable , transgenerational defect in chromatin silencing of repetitive DNA .",HYPE,['gratuitous'],1,rigour,No
systematic,9146325,"The intervention mapping framework was used to develop the multi-level interventions : Parent : improve perception and skills - a common-sense model of self - regulation ( CSM ) - based OH facts letter + dental information guide ( DIG ) ; Provider ( Physician ) : improve knowledge and skills - CSM - based education and skills , communicate OH facts , provide prescription to go to dentist ; Practice ( Pediatric ) : quality improvement - integrate systematic EMR documentation of OH , practice - tailored facilitation .",HYPE,['gratuitous'],1,rigour,No
strong,10020347,"Despite strong evidence that colorectal cancer ( CRC ) screening reduces mortality , rates of CRC screening , follow - up , and referral - to - care ( herein referred to as ? CRC screening ? ) remain suboptimal in the US .",NOT HYPE,[],0,rigour,No
revolutionary,9778288,"Therefore , revolutionary technologies and tools are urgently needed to discover and more effectively dissect the biosynthesis of fungal SMs in order to more efficiently access novel fungal metabolites as potential pharmaceutical agents .",HYPE,"['hyperbolic', 'broader context']",1,novelty,No
advanced,10025136,"Beyond ICB , which is ineffective in up to 60 % of patients , patients with advanced NRASMUT melanoma have no standard - of - care options .",NOT HYPE,[],0,rigour,No
scientific,9072714,"The Administrative Core has the following Specific Aims : 1 ) Facilitate and maintain communication among team members and with the EAB , the IAB ; 2 ) Manage scientific progress and timelines to ensure integration across the Program ? s projects and departments and centers ; 3 ) Manage fiscal and other resources ; and 4 ) Track outputs and outcomes and complete required reporting .",NOT HYPE,[],0,rigour,No
cohesive,9955803,"In order to more accurately assess the characteristics and contribution of biofilm adhesion on implant infections , an appropriate film adhesion measurement technique must be developed for evaluation of low cohesive strength-high adhesive strength biofilm - substrate interfaces .",NOT HYPE,[],0,rigour,No
groundbreaking,9471171,"The conference will result in three specific , significant outcomes : ( 1 ) Catalyze the widespread dissemination of findings from a NIMHD - funded landmark psychiatric epidemiology study of AIAN people through developing publication and analysis plans for 4 - 6 peer-reviewed publications ; ( 2 ) Develop a plan to utilize study findings to fund and build programs that improve the access , quality , and utilization of behavioral and mental health services for people residing on reservations and in other communities served by Tribal Colleges ; and ( 3 ) Evaluate a groundbreaking national CBPR process in implementation science involving numerous institutions of higher education embedded in tribal communities .",HYPE,"['hyperbolic', 'broader context']",1,novelty,No
rigorous,9208943,"Data generated during the past funding cycle provided evidence for this view , however a lack of experimental tools to date has precluded the rigorous discrimination between 1 - C trafficking defects vs .",HYPE,['gratuitous'],1,rigour,No
groundbreaking,9177308,"To our knowledge , our Aims are groundbreaking , and yet , intuitive .",HYPE,"['hyperbolic', 'coordinated']",1,novelty,No
novel,9008996,"To our knowledge , our 14 - week pilot randomized controlled trial testing this novel approach is the only study that has demonstrated significant weight loss among low - income , African American mothers .",HYPE,['gratuitous'],1,novelty,No
advanced,9459237,Advanced informatics is vital for promoting clinical and translational research .,HYPE,['gratuitous'],1,rigour,No
quality,9470731,"In response to FOA 16 - 221 , we propose a program of research that seeks to reduce health disparities and improve the health of minority populations served in publicly funded settings through measurement of quality disparities and other critical domains of Medicaid - financed care delivered to adults with schizophrenia living in five diverse states .",NOT HYPE,[],0,rigour,No
innovative,9561881,"This work is innovative , has a potential impact on public health and directly addresses research priorities regarding aging in chronic HIV .",HYPE,['gratuitous'],1,novelty,No
innovative,9405320,"In Aim 2 , we will collaborate with all other clinical sites to perform innovative , sequential adaptive clinical trials including novel interventions based on predictive biomarkers .",HYPE,['gratuitous'],1,novelty,No
innovative,9999258,"The specific aims are : ( 1 ) to expand data sources and analytic support that drive innovative , multidisciplinary collaborations ; ( 2 ) to provide consultation and training in implementation science to HIV researchers and their implementation partners that will facilitate movement of evidence - based HIV interventions into real - world practice ; ( 3 ) To strengthen community participation in research , as well as community - engaged research , dialog with the public , and information exchange among researchers .",HYPE,"['gratuitous', 'coordinated']",1,novelty,Yes
reproducible,9357281,The above approaches may illuminate important features that contribute to disruption of biological mechanisms during the disease process and provide reproducible assays for high throughput screening for novel therapeutics .,NOT HYPE,[],0,rigour,No
unique,9568296,We are working with our collaborators to try to identify unique sleep signals that help define the disorders under study and therefore outline paths for potential therapeutic intervention .,NOT HYPE,[],0,novelty,No
quality,9889663,Subsequently robust evidence - based resource - stratified guidelines have been developed to promote high quality breast cancer therapy delivery in SSA .,HYPE,['gratuitous'],1,rigour,No
powerful,9203025,"The powerful combination of sharable database and analytic tools in a single platform will significantly advance knowledge of antibiotic-resistant bacteria , facilitate epidemiological monitoring of the spread of ESBL resistance , and represents a key first step to develop a diagnostic tool to counter ESBL resistance using whole - genome sequences .!",HYPE,"['gratuitous', 'broader context']",1,rigour,No
latest,9755670,"to engage in focused discussion on the latest advances in the field of cardiac arrhythmia mechanisms , to bridge the gap between basic science and clinical applications , to stimulate new areas for collaboration , to promote collegiality and information sharing .",HYPE,['gratuitous'],1,novelty,No
first,9974967,"IpRGCs , which express the photopigment melanopsin , are the first photoreceptors that mature in the retina , and they therefore provide the earliest light - driven signals to the brain .",NOT HYPE,[],0,novelty,No
first,10128155,Findings from this supplement will be the first to describe complement as a key communicatory factor participating in liver - brain crosstalk in AD caused by alcohol exposure .,HYPE,['priority claim'],1,novelty,No
reproducible,9589768,"Second , we have deployed a data sharing repository using the software developed at the center A.",NOT HYPE,[],0,rigour,Yes
unprecedented,9071769,"The products of this research program - new synthetic strategies , unprecedented transformations and novel reagents - have in turn enabled the synthesis of even more natural products and pharmaceutically relevant motifs , thus completing a catalytic cycle of discovery .",HYPE,"['hyperbolic', 'broader context']",1,novelty,No
accurate,9022967,"In addition to these theory - driven constructs , we will also evaluate health information : whether the salon profile provides health information about tanning and whether that information is accurate ; and targeting AYA : whether the indoor tanning salon targets AYA such as via prom or spring break promotions .",NOT HYPE,[],0,rigour,No
robust,9549245,"However , some studies found a robust treatment effect , but no differences between baclofen and placebo ( e.g. , Garbutt et al. , 2010 ) .",NOT HYPE,[],0,rigour,No
emerging,9949115,"Yet , despite this emerging pattern , few splicing factors have been studied with regard to aging and aging-related disease .",NOT HYPE,['gratuitous'],0,novelty,No
